record_id,start,end
OX103877.1,7347332,7347347
OX103877.1,7351190,7351206
OX103877.1,7352319,7352330
OX103877.1,7382015,7382030
OX103877.1,7394474,7394490
OX103877.1,7399001,7399017
OX103877.1,7399114,7399130
OX103877.1,7450319,7450336
OX103877.1,7459818,7459830
OX103877.1,7564160,7564171
OX103877.1,7593252,7593263
OX103877.1,7609090,7609105
OX103877.1,7628031,7628046
OX103877.1,7645575,7645591
OX103877.1,7664172,7664185
OX103877.1,7664225,7664240
OX103877.1,7667766,7667781
OX103877.1,7695503,7695518
OX103877.1,7714481,7714495
OX103877.1,7718265,7718277
OX103877.1,7722234,7722246
OX103877.1,7740619,7740631
OX103877.1,7746572,7746584
OX103877.1,7779123,7779138
OX103877.1,7784745,7784757
OX103877.1,7791145,7791161
OX103877.1,7811034,7811048
OX103877.1,7823031,7823045
OX103877.1,7846967,7846980
OX103877.1,7873914,7873930
OX103877.1,7873953,7873967
OX103877.1,7878440,7878457
OX103877.1,7900240,7900257
OX103877.1,7911820,7911834
OX103877.1,7940011,7940026
OX103877.1,7959218,7959229
OX103877.1,7984688,7984702
OX103877.1,8017966,8017983
OX103877.1,8062032,8062050
OX103877.1,8100373,8100383
OX103877.1,8101337,8101350
OX103877.1,8127129,8127145
OX103877.1,8130517,8130534
OX103877.1,8132841,8132852
OX103877.1,8155384,8155397
OX103877.1,8207675,8207692
OX103877.1,8214539,8214552
OX103877.1,8236595,8236610
OX103877.1,8300590,8300601
OX103877.1,8363494,8363511
OX103877.1,8384587,8384604
OX103877.1,8390965,8390979
OX103877.1,8422711,8422724
OX103877.1,8436709,8436723
OX103877.1,8440654,8440673
OX103877.1,8515418,8515432
OX103877.1,8516330,8516347
OX103877.1,8535474,8535489
OX103877.1,8574943,8574954
OX103877.1,8628001,8628015
OX103877.1,8648489,8648503
OX103877.1,8668903,8668918
OX103877.1,8688386,8688402
OX103877.1,8703705,8703720
OX103877.1,8708192,8708207
OX103877.1,8735938,8735951
OX103877.1,8763123,8763140
OX103877.1,8772290,8772304
OX103877.1,8810130,8810147
OX103877.1,8858972,8858982
OX103877.1,8868241,8868258
OX103877.1,8892679,8892696
OX103877.1,8932625,8932639
OX103877.1,8936516,8936530
OX103877.1,8943834,8943859
OX103877.1,8945056,8945082
OX103877.1,8946306,8946328
OX103877.1,8947534,8947554
OX103877.1,8948790,8948816
OX103877.1,8950007,8950042
OX103877.1,8951201,8951232
OX103877.1,8952009,8952021
OX103877.1,8952430,8952453
OX103877.1,8953583,8953621
OX103877.1,8956028,8956060
OX103877.1,8957217,8957249
OX103877.1,8958451,8958467
OX103877.1,8959635,8959670
OX103877.1,8960840,8960869
OX103877.1,8966155,8966167
OX103877.1,8975109,8975119
OX103877.1,8997978,8997993
OX103877.1,9030348,9030365
OX103877.1,9030752,9030769
OX103877.1,9051825,9051837
OX103877.1,9111849,9111864
OX103877.1,9170658,9170671
OX103877.1,9179318,9179329
OX103877.1,9188844,9188859
OX103877.1,9227101,9227117
OX103877.1,9234562,9234578
OX103877.1,9249166,9249176
OX103877.1,9269755,9269769
OX103877.1,9270030,9270042
OX103877.1,9290040,9290055
OX103877.1,9304345,9304359
OX103877.1,9314939,9314956
OX103877.1,9324644,9324658
OX103877.1,9355217,9355236
OX103877.1,9370762,9370776
OX103877.1,9380132,9380146
OX103877.1,9389496,9389513
OX103877.1,9397171,9397191
OX103877.1,9399142,9399161
OX103877.1,9401118,9401136
OX103877.1,9403094,9403112
OX103877.1,9405069,9405087
OX103877.1,9407055,9407074
OX103877.1,9411021,9411040
OX103877.1,9413005,9413024
OX103877.1,9414982,9415001
OX103877.1,9416958,9416977
OX103877.1,9418938,9418957
OX103877.1,9420922,9420941
OX103877.1,9429278,9429295
OX103877.1,9467332,9467349
OX103877.1,9491548,9491565
OX103877.1,9505964,9505980
OX103877.1,9513362,9513376
OX103877.1,9517953,9517968
OX103877.1,9534768,9534783
OX103877.1,9547185,9547195
OX103877.1,9561976,9561990
OX103877.1,9586849,9586865
OX103877.1,9606461,9606476
OX103877.1,9614066,9614081
OX103877.1,9623982,9623997
OX103877.1,9624198,9624211
OX103877.1,9637624,9637639
OX103877.1,9645434,9645449
OX103877.1,9670653,9670668
OX103877.1,9730906,9730920
OX103877.1,9737663,9737678
OX103877.1,9768838,9768854
OX103877.1,9845956,9845972
OX103877.1,9864251,9864264
OX103877.1,9890536,9890554
OX103877.1,9971746,9971759
OX103878.1,10960,10975
OX103878.1,14224,14240
OX103878.1,16693,16708
OX103878.1,45951,45963
OX103878.1,54873,54886
OX103878.1,77424,77439
OX103878.1,93060,93075
OX103878.1,103621,103638
OX103878.1,119373,119387
OX103878.1,173492,173506
OX103878.1,175059,175074
OX103878.1,179856,179873
OX103878.1,202205,202220
OX103878.1,203325,203340
OX103878.1,218474,218490
OX103878.1,223324,223338
OX103878.1,277741,277756
OX103878.1,280863,280875
OX103878.1,315965,315976
OX103878.1,326957,326973
OX103878.1,330015,330026
OX103878.1,335277,335295
OX103878.1,343301,343314
OX103878.1,344893,344903
OX103878.1,387668,387682
OX103878.1,402678,402695
OX103878.1,416990,417006
OX103878.1,419510,419528
OX103878.1,425892,425907
OX103878.1,427443,427455
OX103878.1,436649,436665
OX103878.1,449063,449078
OX103878.1,479784,479799
OX103878.1,504640,504655
OX103878.1,505319,505333
OX103878.1,560258,560271
OX103878.1,585594,585612
OX103878.1,588808,588823
OX103878.1,600663,600679
OX103878.1,614060,614075
OX103878.1,618952,618967
OX103878.1,653768,653781
OX103878.1,661378,661391
OX103878.1,669602,669615
OX103878.1,725454,725470
OX103878.1,725510,725523
OX103878.1,734522,734538
OX103878.1,782895,782909
OX103878.1,784223,784235
OX103878.1,804653,804666
OX103878.1,818992,819006
OX103878.1,823503,823521
OX103878.1,823557,823570
OX103878.1,824778,824790
OX103878.1,826564,826581
OX103878.1,828114,828128
OX103878.1,833060,833074
OX103878.1,855122,855138
OX103878.1,859774,859787
OX103878.1,866078,866089
OX103878.1,874332,874346
OX103878.1,886049,886066
OX103878.1,889333,889350
OX103878.1,897165,897179
OX103878.1,936475,936495
OX103878.1,975250,975267
OX103878.1,1046304,1046320
OX103878.1,1054090,1054106
OX103878.1,1059974,1059988
OX103878.1,1068129,1068145
OX103878.1,1073841,1073855
OX103878.1,1079248,1079263
OX103878.1,1079461,1079475
OX103878.1,1097162,1097177
OX103878.1,1100146,1100161
OX103878.1,1131947,1131962
OX103878.1,1150479,1150491
OX103878.1,1154489,1154504
OX103878.1,1165503,1165519
OX103878.1,1167999,1168015
OX103878.1,1194975,1194985
OX103878.1,1207198,1207215
OX103878.1,1218747,1218760
OX103878.1,1231671,1231687
OX103878.1,1237087,1237105
OX103878.1,1257732,1257747
OX103878.1,1290081,1290095
OX103878.1,1294595,1294610
OX103878.1,1296211,1296225
OX103878.1,1313451,1313468
OX103878.1,1355088,1355103
OX103878.1,1373684,1373695
OX103878.1,1381429,1381444
OX103878.1,1385729,1385739
OX103878.1,1389316,1389327
OX103878.1,1394765,1394782
OX103878.1,1404565,1404585
OX103878.1,1405674,1405689
OX103878.1,1409764,1409776
OX103878.1,1409999,1410013
OX103878.1,1420033,1420047
OX103878.1,1422418,1422430
OX103878.1,1427901,1427916
OX103878.1,1452263,1452280
OX103878.1,1452839,1452853
OX103878.1,1461050,1461066
OX103878.1,1471034,1471050
OX103878.1,1513019,1513031
OX103878.1,1521806,1521818
OX103878.1,1535401,1535415
OX103878.1,1539666,1539681
OX103878.1,1546547,1546562
OX103878.1,1554946,1554959
OX103878.1,1564817,1564834
OX103878.1,1586207,1586221
OX103878.1,1590633,1590647
OX103878.1,1619611,1619621
OX103878.1,1620432,1620444
OX103878.1,1646114,1646130
OX103878.1,1668466,1668481
OX103878.1,1707692,1707707
OX103878.1,1709444,1709458
OX103878.1,1752734,1752751
OX103878.1,1766386,1766399
OX103878.1,1767319,1767335
OX103878.1,1815610,1815625
OX103878.1,1828386,1828400
OX103878.1,1851676,1851692
OX103878.1,1853568,1853585
OX103878.1,1861389,1861404
OX103878.1,1875546,1875559
OX103878.1,1883475,1883488
OX103878.1,1886119,1886131
OX103878.1,1908591,1908603
OX103878.1,1909052,1909067
OX103878.1,1968090,1968105
OX103878.1,1985413,1985429
OX103878.1,2023467,2023480
OX103878.1,2023522,2023534
OX103878.1,2064757,2064773
OX103878.1,2068072,2068087
OX103878.1,2068850,2068864
OX103878.1,2085348,2085365
OX103878.1,2097920,2097930
OX103878.1,2098589,2098603
OX103878.1,2151188,2151201
OX103878.1,2157260,2157275
OX103878.1,2173146,2173166
OX103878.1,2189706,2189720
OX103878.1,2190834,2190846
OX103878.1,2204197,2204210
OX103878.1,2214785,2214799
OX103878.1,2253639,2253652
OX103878.1,2273888,2273903
OX103878.1,2274192,2274209
OX103878.1,2282182,2282198
OX103878.1,2291907,2291923
OX103878.1,2325948,2325965
OX103878.1,2327041,2327057
OX103878.1,2341074,2341089
OX103878.1,2344928,2344942
OX103878.1,2350378,2350393
OX103878.1,2351631,2351646
OX103878.1,2363073,2363087
OX103878.1,2371241,2371255
OX103878.1,2378134,2378150
OX103878.1,2390553,2390568
OX103878.1,2397268,2397283
OX103878.1,2406771,2406785
OX103878.1,2488871,2488886
OX103878.1,2490572,2490585
OX103878.1,2496889,2496903
OX103878.1,2508235,2508250
OX103878.1,2510741,2510751
OX103878.1,2520213,2520226
OX103878.1,2562222,2562234
OX103878.1,2564648,2564662
OX103878.1,2593976,2593989
OX103878.1,2598942,2598963
OX103878.1,2614824,2614838
OX103878.1,2663264,2663281
OX103878.1,2669858,2669871
OX103878.1,2699738,2699751
OX103878.1,2743033,2743048
OX103878.1,2758340,2758357
OX103878.1,2845707,2845721
OX103878.1,2878297,2878307
OX103878.1,2966875,2966891
OX103878.1,3009057,3009072
OX103878.1,3028066,3028077
OX103878.1,3065577,3065593
OX103878.1,3085501,3085514
OX103878.1,3087564,3087579
OX103878.1,3105870,3105884
OX103878.1,3121169,3121184
OX103878.1,3124327,3124343
OX103878.1,3140510,3140524
OX103878.1,3181389,3181404
OX103878.1,3205485,3205498
OX103878.1,3220375,3220387
OX103878.1,3236950,3236966
OX103878.1,3248994,3249008
OX103878.1,3250999,3251015
OX103878.1,3269273,3269290
OX103878.1,3271731,3271746
OX103878.1,3273648,3273662
OX103878.1,3280850,3280865
OX103878.1,3369740,3369757
OX103878.1,3375405,3375416
OX103878.1,3414847,3414858
OX103878.1,3476701,3476717
OX103878.1,3500642,3500662
OX103878.1,3502875,3502892
OX103878.1,3508705,3508720
OX103878.1,3508908,3508925
OX103878.1,3516659,3516676
OX103878.1,3530495,3530507
OX103878.1,3582140,3582154
OX103878.1,3582720,3582733
OX103878.1,3609417,3609433
OX103878.1,3609811,3609826
OX103878.1,3616801,3616817
OX103878.1,3622517,3622535
OX103878.1,3633590,3633607
OX103878.1,3650106,3650121
OX103878.1,3678409,3678425
OX103878.1,3678448,3678463
OX103878.1,3683990,3684006
OX103878.1,3711761,3711776
OX103878.1,3712921,3712932
OX103878.1,3714001,3714016
OX103878.1,3764254,3764267
OX103878.1,3791933,3791947
OX103878.1,3803159,3803175
OX103878.1,3809180,3809191
OX103878.1,3818855,3818869
OX103878.1,3820176,3820189
OX103878.1,3846526,3846536
OX103878.1,3849481,3849495
OX103878.1,3865427,3865440
OX103878.1,3927581,3927594
OX103878.1,3932828,3932844
OX103878.1,3966939,3966956
OX103878.1,3974817,3974833
OX103878.1,3998617,3998631
OX103878.1,4025326,4025341
OX103878.1,4031099,4031113
OX103878.1,4037114,4037129
OX103878.1,4042639,4042649
OX103878.1,4056987,4057004
OX103878.1,4057929,4057944
OX103878.1,4063025,4063038
OX103878.1,4067317,4067332
OX103878.1,4071504,4071520
OX103878.1,4082619,4082630
OX103878.1,4126920,4126933
OX103878.1,4134820,4134835
OX103878.1,4141613,4141624
OX103878.1,4151220,4151238
OX103878.1,4164117,4164133
OX103878.1,4178187,4178200
OX103878.1,4291112,4291124
OX103878.1,4299334,4299349
OX103878.1,4299384,4299400
OX103878.1,4301100,4301115
OX103878.1,4318443,4318458
OX103878.1,4323161,4323178
OX103878.1,4323216,4323230
OX103878.1,4334431,4334445
OX103878.1,4349018,4349035
OX103878.1,4349418,4349434
OX103878.1,4350809,4350822
OX103878.1,4350865,4350877
OX103878.1,4352568,4352583
OX103878.1,4352617,4352633
OX103878.1,4355445,4355457
OX103878.1,4385508,4385522
OX103878.1,4390484,4390499
OX103878.1,4393446,4393458
OX103878.1,4398361,4398376
OX103878.1,4420864,4420880
OX103878.1,4420884,4420898
OX103878.1,4435148,4435167
OX103878.1,4441363,4441373
OX103878.1,4480348,4480363
OX103878.1,4480537,4480550
OX103878.1,4493996,4494012
OX103878.1,4502847,4502860
OX103878.1,4503168,4503182
OX103878.1,4507341,4507358
OX103878.1,4508953,4508970
OX103878.1,4530587,4530604
OX103878.1,4532166,4532181
OX103878.1,4562039,4562049
OX103878.1,4622122,4622139
OX103878.1,4633664,4633678
OX103878.1,4648792,4648808
OX103878.1,4666936,4666951
OX103878.1,4668716,4668731
OX103878.1,4687537,4687551
OX103878.1,4694949,4694966
OX103878.1,4696871,4696887
OX103878.1,4696909,4696921
OX103878.1,4720049,4720064
OX103878.1,4720421,4720431
OX103878.1,4720477,4720489
OX103878.1,4726546,4726563
OX103878.1,4738651,4738666
OX103878.1,4738825,4738840
OX103878.1,4745901,4745913
OX103878.1,4766278,4766295
OX103878.1,4768640,4768657
OX103878.1,4815374,4815388
OX103878.1,4826282,4826299
OX103878.1,4851704,4851719
OX103878.1,4872668,4872684
OX103878.1,4879436,4879452
OX103878.1,4888666,4888683
OX103878.1,4894232,4894243
OX103878.1,4896763,4896778
OX103878.1,4904910,4904924
OX103878.1,4909009,4909026
OX103878.1,4946860,4946877
OX103878.1,4955112,4955126
OX103878.1,4962150,4962166
OX103878.1,4987403,4987415
OX103878.1,5019911,5019927
OX103878.1,5058438,5058455
OX103878.1,5086294,5086308
OX103878.1,5087943,5087961
OX103878.1,5107602,5107617
OX103878.1,5108817,5108834
OX103878.1,5130080,5130095
OX103878.1,5152427,5152444
OX103878.1,5194284,5194302
OX103878.1,5254299,5254311
OX103878.1,5254327,5254344
OX103878.1,5276268,5276285
OX103878.1,5276434,5276447
OX103878.1,5358304,5358319
OX103878.1,5358357,5358373
OX103878.1,5489219,5489231
OX103878.1,5498462,5498477
OX103878.1,5556970,5556985
OX103878.1,5573247,5573263
OX103878.1,5579386,5579403
OX103878.1,5592879,5592895
OX103878.1,5601571,5601586
OX103878.1,5621745,5621762
OX103878.1,5622749,5622765
OX103878.1,5649563,5649578
OX103878.1,5672499,5672513
OX103878.1,5711883,5711896
OX103878.1,5715467,5715480
OX103878.1,5767641,5767655
OX103878.1,5886951,5886962
OX103878.1,5900850,5900870
OX103878.1,5905074,5905087
OX103878.1,5912362,5912374
OX103878.1,5935086,5935101
OX103878.1,5957683,5957698
OX103878.1,5982150,5982170
OX103878.1,5999584,5999599
OX103878.1,6018388,6018402
OX103878.1,6019506,6019519
OX103878.1,6075773,6075786
OX103878.1,6092317,6092330
OX103878.1,6101831,6101847
OX103878.1,6101886,6101899
OX103878.1,6155372,6155384
OX103878.1,6176834,6176848
OX103878.1,6203458,6203469
OX103878.1,6242618,6242634
OX103878.1,6242884,6242899
OX103878.1,6285019,6285035
OX103878.1,6305770,6305783
OX103878.1,6320197,6320210
OX103878.1,6329144,6329158
OX103878.1,6384533,6384546
OX103878.1,6385060,6385075
OX103878.1,6392692,6392705
OX103878.1,6408065,6408082
OX103878.1,6412379,6412395
OX103878.1,6434164,6434183
OX103878.1,6446973,6446988
OX103878.1,6447314,6447325
OX103878.1,6466270,6466285
OX103878.1,6466610,6466624
OX103878.1,6479972,6479985
OX103878.1,6490039,6490056
OX103878.1,6556658,6556669
OX103878.1,6561137,6561153
OX103878.1,6622193,6622207
OX103878.1,6650915,6650927
OX103878.1,6651235,6651250
OX103878.1,6665641,6665657
OX103878.1,6685178,6685191
OX103878.1,6702185,6702195
OX103878.1,6758351,6758364
OX103878.1,6830028,6830041
OX103878.1,6841889,6841906
OX103878.1,6841945,6841958
OX103878.1,6874571,6874588
OX103878.1,6907815,6907830
OX103878.1,6975144,6975165
OX103878.1,6975468,6975479
OX103878.1,6988074,6988089
OX103878.1,7003178,7003190
OX103878.1,7013592,7013604
OX103878.1,7035017,7035029
OX103878.1,7116041,7116051
OX103878.1,7229759,7229772
OX103878.1,7235624,7235641
OX103878.1,7235753,7235766
OX103878.1,7265464,7265476
OX103878.1,7315606,7315621
OX103878.1,7447558,7447571
OX103878.1,7460575,7460589
OX103878.1,7491120,7491136
OX103878.1,7552553,7552569
OX103878.1,7636514,7636532
OX103878.1,7663958,7663972
OX103878.1,7668294,7668307
OX103878.1,7677146,7677164
OX103878.1,7693369,7693381
OX103878.1,7726151,7726167
OX103878.1,7731778,7731793
OX103878.1,7750172,7750182
OX103878.1,7759473,7759489
OX103878.1,7759799,7759814
OX103878.1,7776353,7776369
OX103878.1,7778104,7778121
OX103878.1,7778273,7778291
OX103878.1,7787249,7787261
OX103878.1,7808746,7808760
OX103878.1,7816351,7816370
OX103878.1,7830890,7830902
OX103878.1,7879005,7879015
OX103878.1,7945363,7945379
OX103878.1,7957747,7957763
OX103878.1,7980678,7980692
OX103878.1,7998414,7998432
OX103878.1,8086093,8086114
OX103878.1,8098807,8098821
OX103878.1,8110111,8110126
OX103878.1,8115429,8115445
OX103878.1,8138606,8138617
OX103878.1,8194007,8194022
OX103878.1,8204294,8204308
OX103878.1,8209231,8209243
OX103878.1,8219822,8219840
OX103878.1,8220083,8220099
OX103878.1,8220483,8220498
OX103878.1,8248502,8248515
OX103878.1,8249619,8249632
OX103878.1,8266147,8266162
OX103878.1,8279902,8279916
OX103878.1,8338235,8338249
OX103878.1,8365190,8365208
OX103878.1,8393785,8393800
OX103878.1,8403137,8403152
OX103878.1,8403170,8403185
OX103878.1,8437206,8437223
OX103878.1,8448403,8448420
OX103878.1,8491082,8491094
OX103878.1,8539652,8539667
OX103878.1,8546623,8546635
OX103878.1,8566974,8566988
OX103878.1,8575530,8575544
OX103878.1,8583825,8583835
OX103878.1,8583872,8583887
OX103878.1,8591965,8591979
OX103878.1,8600355,8600370
OX103878.1,8663362,8663377
OX103878.1,8663417,8663430
OX103878.1,8668849,8668866
OX103878.1,8680142,8680153
OX103878.1,8689002,8689018
OX103878.1,8705644,8705659
OX103878.1,8711401,8711416
OX103878.1,8713055,8713069
OX103878.1,8717349,8717366
OX103878.1,8718713,8718726
OX103878.1,8730672,8730690
OX103878.1,8746153,8746169
OX103878.1,8767560,8767576
OX103878.1,8787426,8787443
OX103878.1,8787477,8787493
OX103878.1,8843437,8843449
OX103878.1,8850781,8850795
OX103878.1,8882590,8882604
OX103878.1,8895311,8895326
OX103878.1,8965769,8965785
OX103878.1,8965825,8965840
OX103878.1,8977066,8977082
OX103878.1,9006462,9006476
OX103878.1,9011605,9011616
OX103878.1,9016830,9016845
OX103878.1,9027633,9027648
OX103878.1,9043598,9043610
OX103878.1,9055750,9055767
OX103878.1,9067562,9067576
OX103878.1,9088687,9088703
OX103878.1,9101134,9101150
OX103878.1,9106680,9106692
OX103878.1,9149453,9149467
OX103878.1,9154278,9154295
OX103878.1,9158801,9158818
OX103878.1,9161745,9161762
OX103878.1,9216605,9216621
OX103878.1,9217012,9217026
OX103878.1,9223449,9223464
OX103878.1,9223500,9223515
OX103878.1,9251533,9251548
OX103878.1,9251711,9251726
OX103878.1,9273915,9273932
OX103878.1,9283791,9283803
OX103878.1,9293945,9293960
OX103878.1,9310826,9310841
OX103878.1,9397850,9397863
OX103878.1,9428607,9428622
OX103878.1,9476745,9476761
OX103878.1,9479611,9479623
OX103878.1,9488122,9488134
OX103878.1,9497336,9497350
OX103878.1,9499988,9500005
OX103878.1,9511457,9511472
OX103878.1,9532557,9532573
OX103878.1,9608028,9608043
OX103878.1,9612846,9612863
OX103878.1,9639417,9639432
OX103878.1,9642189,9642205
OX103878.1,9659976,9659986
OX103878.1,9661704,9661716
OX103878.1,9683947,9683958
OX103878.1,9704222,9704236
OX103878.1,9730215,9730229
OX103878.1,9768755,9768766
OX103878.1,9773083,9773096
OX103878.1,9852827,9852842
OX103878.1,9860927,9860941
OX103879.1,52309,52323
OX103879.1,71891,71905
OX103879.1,89429,89439
OX103879.1,118762,118776
OX103879.1,118811,118827
OX103879.1,125287,125302
OX103879.1,143947,143963
OX103879.1,146688,146704
OX103879.1,189258,189273
OX103879.1,210060,210072
OX103879.1,231328,231344
OX103879.1,231383,231398
OX103879.1,242578,242590
OX103879.1,264932,264945
OX103879.1,342796,342810
OX103879.1,346530,346545
OX103879.1,375357,375369
OX103879.1,379017,379029
OX103879.1,403775,403792
OX103879.1,414068,414084
OX103879.1,421713,421729
OX103879.1,437512,437528
OX103879.1,449120,449141
OX103879.1,449708,449722
OX103879.1,481773,481788
OX103879.1,496121,496136
OX103879.1,518052,518070
OX103879.1,536652,536666
OX103879.1,549481,549498
OX103879.1,568649,568663
OX103879.1,622276,622288
OX103879.1,625222,625235
OX103879.1,629204,629219
OX103879.1,641662,641680
OX103879.1,668697,668709
OX103879.1,705784,705799
OX103879.1,714115,714130
OX103879.1,724155,724165
OX103879.1,737877,737894
OX103879.1,779227,779245
OX103879.1,807366,807379
OX103879.1,832585,832600
OX103879.1,872002,872017
OX103879.1,880489,880503
OX103879.1,893157,893169
OX103879.1,898417,898432
OX103879.1,900091,900106
OX103879.1,902080,902097
OX103879.1,905785,905803
OX103879.1,906862,906877
OX103879.1,963919,963931
OX103879.1,966219,966236
OX103879.1,968636,968649
OX103879.1,980327,980342
OX103879.1,1064367,1064383
OX103879.1,1076877,1076892
OX103879.1,1081989,1082005
OX103879.1,1083292,1083307
OX103879.1,1083343,1083356
OX103879.1,1100073,1100090
OX103879.1,1102484,1102499
OX103879.1,1120542,1120558
OX103879.1,1121720,1121731
OX103879.1,1190124,1190138
OX103879.1,1191172,1191185
OX103879.1,1212697,1212710
OX103879.1,1226066,1226079
OX103879.1,1236052,1236066
OX103879.1,1237144,1237158
OX103879.1,1245022,1245037
OX103879.1,1254888,1254905
OX103879.1,1300089,1300102
OX103879.1,1303617,1303631
OX103879.1,1305684,1305701
OX103879.1,1328425,1328438
OX103879.1,1340025,1340040
OX103879.1,1359655,1359670
OX103879.1,1367841,1367860
OX103879.1,1374715,1374729
OX103879.1,1387337,1387355
OX103879.1,1400830,1400848
OX103879.1,1400877,1400894
OX103879.1,1404876,1404892
OX103879.1,1404979,1404996
OX103879.1,1421128,1421143
OX103879.1,1428369,1428381
OX103879.1,1526049,1526065
OX103879.1,1528305,1528322
OX103879.1,1541972,1541984
OX103879.1,1554584,1554601
OX103879.1,1555272,1555287
OX103879.1,1564820,1564836
OX103879.1,1576509,1576526
OX103879.1,1606173,1606191
OX103879.1,1633408,1633421
OX103879.1,1644547,1644563
OX103879.1,1650147,1650163
OX103879.1,1660387,1660402
OX103879.1,1671400,1671416
OX103879.1,1671454,1671466
OX103879.1,1680562,1680574
OX103879.1,1683765,1683780
OX103879.1,1714124,1714136
OX103879.1,1716916,1716928
OX103879.1,1725141,1725155
OX103879.1,1725447,1725464
OX103879.1,1729792,1729809
OX103879.1,1772428,1772445
OX103879.1,1788171,1788186
OX103879.1,1802431,1802446
OX103879.1,1802480,1802497
OX103879.1,1803113,1803126
OX103879.1,1814459,1814473
OX103879.1,1822246,1822262
OX103879.1,1878928,1878943
OX103879.1,1888489,1888506
OX103879.1,1909853,1909869
OX103879.1,1909903,1909919
OX103879.1,1922096,1922113
OX103879.1,1928966,1928982
OX103879.1,1985144,1985160
OX103879.1,1994479,1994496
OX103879.1,1999108,1999123
OX103879.1,1999163,1999177
OX103879.1,2005400,2005415
OX103879.1,2006821,2006833
OX103879.1,2079203,2079216
OX103879.1,2113787,2113801
OX103879.1,2135797,2135812
OX103879.1,2147885,2147898
OX103879.1,2189378,2189395
OX103879.1,2189434,2189447
OX103879.1,2214326,2214341
OX103879.1,2215793,2215807
OX103879.1,2243462,2243480
OX103879.1,2245287,2245301
OX103879.1,2361184,2361204
OX103879.1,2371333,2371346
OX103879.1,2383409,2383423
OX103879.1,2407895,2407908
OX103879.1,2409429,2409442
OX103879.1,2410922,2410936
OX103879.1,2412455,2412469
OX103879.1,2413648,2413658
OX103879.1,2413969,2413984
OX103879.1,2415481,2415495
OX103879.1,2416994,2417007
OX103879.1,2418508,2418524
OX103879.1,2420023,2420037
OX103879.1,2421524,2421539
OX103879.1,2423038,2423053
OX103879.1,2424561,2424575
OX103879.1,2426096,2426111
OX103879.1,2427614,2427629
OX103879.1,2429089,2429103
OX103879.1,2430604,2430619
OX103879.1,2432116,2432130
OX103879.1,2433618,2433632
OX103879.1,2434831,2434844
OX103879.1,2435155,2435168
OX103879.1,2436664,2436678
OX103879.1,2506670,2506683
OX103879.1,2514562,2514576
OX103879.1,2515544,2515562
OX103879.1,2562978,2562995
OX103879.1,2563464,2563481
OX103879.1,2563715,2563729
OX103879.1,2589525,2589540
OX103879.1,2591900,2591915
OX103879.1,2606563,2606578
OX103879.1,2618316,2618333
OX103879.1,2623993,2624010
OX103879.1,2626578,2626594
OX103879.1,2630395,2630412
OX103879.1,2659429,2659444
OX103879.1,2679993,2680004
OX103879.1,2689129,2689146
OX103879.1,2689983,2689998
OX103879.1,2694194,2694211
OX103879.1,2694245,2694259
OX103879.1,2713594,2713608
OX103879.1,2733508,2733526
OX103879.1,2752011,2752026
OX103879.1,2778659,2778670
OX103879.1,2780460,2780475
OX103879.1,2784184,2784196
OX103879.1,2800206,2800219
OX103879.1,2801029,2801042
OX103879.1,2812645,2812658
OX103879.1,2840853,2840868
OX103879.1,2847994,2848009
OX103879.1,2861050,2861066
OX103879.1,2861798,2861814
OX103879.1,2903345,2903358
OX103879.1,2928892,2928909
OX103879.1,2930816,2930833
OX103879.1,2945464,2945482
OX103879.1,2945652,2945667
OX103879.1,2952102,2952114
OX103879.1,2952151,2952165
OX103879.1,3010603,3010617
OX103879.1,3013339,3013353
OX103879.1,3015214,3015229
OX103879.1,3015420,3015435
OX103879.1,3021139,3021154
OX103879.1,3028744,3028760
OX103879.1,3033017,3033029
OX103879.1,3034811,3034827
OX103879.1,3042832,3042846
OX103879.1,3084988,3085001
OX103879.1,3089529,3089543
OX103879.1,3104170,3104188
OX103879.1,3109290,3109304
OX103879.1,3117475,3117490
OX103879.1,3120530,3120543
OX103879.1,3124871,3124888
OX103879.1,3141835,3141852
OX103879.1,3146227,3146244
OX103879.1,3156590,3156606
OX103879.1,3179497,3179511
OX103879.1,3204938,3204953
OX103879.1,3219697,3219712
OX103879.1,3223643,3223658
OX103879.1,3234328,3234345
OX103879.1,3235298,3235315
OX103879.1,3246221,3246236
OX103879.1,3247583,3247596
OX103879.1,3249898,3249912
OX103879.1,3261797,3261808
OX103879.1,3268697,3268709
OX103879.1,3271178,3271192
OX103879.1,3281924,3281941
OX103879.1,3284580,3284594
OX103879.1,3303009,3303023
OX103879.1,3315660,3315675
OX103879.1,3322414,3322431
OX103879.1,3328712,3328729
OX103879.1,3341674,3341689
OX103879.1,3363437,3363451
OX103879.1,3368024,3368036
OX103879.1,3368355,3368371
OX103879.1,3386614,3386629
OX103879.1,3409899,3409913
OX103879.1,3415038,3415051
OX103879.1,3415180,3415195
OX103879.1,3415232,3415245
OX103879.1,3423727,3423744
OX103879.1,3435376,3435390
OX103879.1,3440063,3440080
OX103879.1,3445043,3445060
OX103879.1,3473351,3473367
OX103879.1,3480157,3480172
OX103879.1,3480840,3480850
OX103879.1,3498347,3498359
OX103879.1,3505835,3505847
OX103879.1,3557994,3558008
OX103879.1,3567425,3567444
OX103879.1,3587587,3587602
OX103879.1,3650588,3650600
