Family,Gene_ID
NOC2L,gene-SMTH1_LOCUS93
NPAS2,gene-SMTH1_LOCUS9992
NPAS2,gene-SMTH1_LOCUS10251
NPAS2,gene-SMTH1_LOCUS9992
NPM2,gene-SMTH1_LOCUS10521
NSD1,gene-SMTH1_LOCUS10667
NSD1,gene-SMTH1_LOCUS8051
NSD1,gene-SMTH1_LOCUS10661
NSRP1,gene-SMTH1_LOCUS3898
NSUN2,gene-SMTH1_LOCUS8431
NSUN6,gene-SMTH1_LOCUS8431
NTMT1,gene-SMTH1_LOCUS255
NUP98,gene-SMTH1_LOCUS4630
NUP98,gene-SMTH1_LOCUS4630
OGT,gene-SMTH1_LOCUS3027
OGT,gene-SMTH1_LOCUS10675
OGT,gene-SMTH1_LOCUS10675
OGT,gene-SMTH1_LOCUS10675
OIP5,gene-SMTH1_LOCUS10592
PAF1,gene-SMTH1_LOCUS9832
PAGR1,gene-SMTH1_LOCUS4883
PAK2,gene-SMTH1_LOCUS10563
PAK2,gene-SMTH1_LOCUS10630
PARG,gene-SMTH1_LOCUS8986
PARP2,gene-SMTH1_LOCUS8391
PARP2,gene-SMTH1_LOCUS8391
PARP2,gene-SMTH1_LOCUS8391
PARP3,gene-SMTH1_LOCUS8391
PARP3,gene-SMTH1_LOCUS8391
PARP3,gene-SMTH1_LOCUS8391
PAXIP1,gene-SMTH1_LOCUS10358
PAXIP1,gene-SMTH1_LOCUS10358
PBK,gene-SMTH1_LOCUS10630
PBRM1,gene-SMTH1_LOCUS8088
PBRM1,gene-SMTH1_LOCUS7735
PBRM1,gene-SMTH1_LOCUS10655
PCGF1,gene-SMTH1_LOCUS9985
PCGF2,gene-SMTH1_LOCUS9985
PCGF3,gene-SMTH1_LOCUS9985
PCGF5,gene-SMTH1_LOCUS9985
PCGF6,gene-SMTH1_LOCUS9985
PCNA,gene-SMTH1_LOCUS7275
PCNA,gene-SMTH1_LOCUS7275
PDP1,gene-SMTH1_LOCUS9376
PHC2,gene-SMTH1_LOCUS10460
PHC3,gene-SMTH1_LOCUS10460
PHF10,gene-SMTH1_LOCUS10667
PHF12,gene-SMTH1_LOCUS10667
PHF13,gene-SMTH1_LOCUS10667
PHF14,gene-SMTH1_LOCUS10667
PHF14,gene-SMTH1_LOCUS9781
PHF2,gene-SMTH1_LOCUS9782
PHF2,gene-SMTH1_LOCUS10667
PHF8,gene-SMTH1_LOCUS9782
PHF8,gene-SMTH1_LOCUS10667
PHIP,gene-SMTH1_LOCUS7735
PHIP,gene-SMTH1_LOCUS10588
PIWIL4,gene-SMTH1_LOCUS7932
PIWIL4,gene-SMTH1_LOCUS7932
PKM,gene-SMTH1_LOCUS4739
PKM,gene-SMTH1_LOCUS4739
PKN1,gene-SMTH1_LOCUS3710
PKN1,gene-SMTH1_LOCUS10630
PKN1,gene-SMTH1_LOCUS9792
POGZ,gene-SMTH1_LOCUS4180
POGZ,gene-SMTH1_LOCUS4180
POLE3,gene-SMTH1_LOCUS10472
PPARGC1A,gene-SMTH1_LOCUS10660
PPM1G,gene-SMTH1_LOCUS9376
PPP2CA,gene-SMTH1_LOCUS9511
PPP4C,gene-SMTH1_LOCUS9511
PPP4R2,gene-SMTH1_LOCUS969
PRDM1,gene-SMTH1_LOCUS10661
PRDM1,gene-SMTH1_LOCUS10615
PRDM12,gene-SMTH1_LOCUS10615
PRDM13,gene-SMTH1_LOCUS10615
PRDM13,gene-SMTH1_LOCUS10615
PRDM14,gene-SMTH1_LOCUS10661
PRDM14,gene-SMTH1_LOCUS10615
PRDM14,gene-SMTH1_LOCUS10615
PRDM14,gene-SMTH1_LOCUS10615
PRDM16,gene-SMTH1_LOCUS10615
PRDM16,gene-SMTH1_LOCUS10615
PRDM16,gene-SMTH1_LOCUS10615
PRDM2,gene-SMTH1_LOCUS10661
PRDM2,gene-SMTH1_LOCUS10615
PRDM2,gene-SMTH1_LOCUS10615
PRDM4,gene-SMTH1_LOCUS10615
PRDM4,gene-SMTH1_LOCUS10615
PRDM5,gene-SMTH1_LOCUS10615
PRDM5,gene-SMTH1_LOCUS10615
PRDM5,gene-SMTH1_LOCUS10615
PRDM5,gene-SMTH1_LOCUS10615
PRDM5,gene-SMTH1_LOCUS10002
PRDM6,gene-SMTH1_LOCUS10661
PRDM6,gene-SMTH1_LOCUS10615
PRDM6,gene-SMTH1_LOCUS10615
PRDM6,gene-SMTH1_LOCUS10615
PRDM8,gene-SMTH1_LOCUS10615
PRKAA1,gene-SMTH1_LOCUS10630
PRKAA2,gene-SMTH1_LOCUS10630
PRKAB1,gene-SMTH1_LOCUS10277
PRKAB2,gene-SMTH1_LOCUS10277
PRKAG1,gene-SMTH1_LOCUS9689
PRKAG2,gene-SMTH1_LOCUS9689
PRKAG3,gene-SMTH1_LOCUS9689
PRKCA,gene-SMTH1_LOCUS10284
PRKCA,gene-SMTH1_LOCUS10679
PRKCA,gene-SMTH1_LOCUS10630
PRKCA,gene-SMTH1_LOCUS9792
PRKCB,gene-SMTH1_LOCUS10284
PRKCB,gene-SMTH1_LOCUS10679
PRKCB,gene-SMTH1_LOCUS10630
PRKCB,gene-SMTH1_LOCUS9792
PRKCD,gene-SMTH1_LOCUS10284
PRKCD,gene-SMTH1_LOCUS10630
PRKCD,gene-SMTH1_LOCUS9792
PRMT1,gene-SMTH1_LOCUS10047
PRMT2,gene-SMTH1_LOCUS10577
PRMT2,gene-SMTH1_LOCUS10320
PRMT5,gene-SMTH1_LOCUS10577
PRMT7,gene-SMTH1_LOCUS10577
PRMT8,gene-SMTH1_LOCUS10577
PRMT9,gene-SMTH1_LOCUS10577
PRMT9,gene-SMTH1_LOCUS10675
PSIP1,gene-SMTH1_LOCUS8051
PSIP1,gene-SMTH1_LOCUS8051
PTBP1,gene-SMTH1_LOCUS10660
PTBP1,gene-SMTH1_LOCUS8861
PTBP1,gene-SMTH1_LOCUS10660
PTBP1,gene-SMTH1_LOCUS8861
PUF60,gene-SMTH1_LOCUS10660
RAD51,gene-SMTH1_LOCUS9051
RAD51,gene-SMTH1_LOCUS5978
RAD54B,gene-SMTH1_LOCUS10333
RAD54B,gene-SMTH1_LOCUS10167
RAD54L,gene-SMTH1_LOCUS10333
RAD54L,gene-SMTH1_LOCUS9943
RAD54L,gene-SMTH1_LOCUS10167
RAD54L2,gene-SMTH1_LOCUS10333
RAD54L2,gene-SMTH1_LOCUS10167
RAI1,gene-SMTH1_LOCUS9781
RARA,gene-SMTH1_LOCUS10511
RARA,gene-SMTH1_LOCUS10511
RBBP4,gene-SMTH1_LOCUS8804
RBBP4,gene-SMTH1_LOCUS10588
RBBP5,gene-SMTH1_LOCUS10588
RBBP7,gene-SMTH1_LOCUS8804
RBBP7,gene-SMTH1_LOCUS10588
RBM11,gene-SMTH1_LOCUS10660
RBM15,gene-SMTH1_LOCUS10660
RBM15,gene-SMTH1_LOCUS5651
RBM15B,gene-SMTH1_LOCUS10660
RBM15B,gene-SMTH1_LOCUS5651
RBM17,gene-SMTH1_LOCUS10542
RBM17,gene-SMTH1_LOCUS10660
RBM24,gene-SMTH1_LOCUS10660
RBM25,gene-SMTH1_LOCUS7745
RBM25,gene-SMTH1_LOCUS10660
RBM4,gene-SMTH1_LOCUS10660
RBM4,gene-SMTH1_LOCUS10353
RBM5,gene-SMTH1_LOCUS10542
RBM5,gene-SMTH1_LOCUS7241
RBM5,gene-SMTH1_LOCUS10660
RBM5,gene-SMTH1_LOCUS9282
RBM7,gene-SMTH1_LOCUS10660
RBM8A,gene-SMTH1_LOCUS10660
RBX1,gene-SMTH1_LOCUS9109
RCC1,gene-SMTH1_LOCUS9893
RCOR1,gene-SMTH1_LOCUS8746
RCOR1,gene-SMTH1_LOCUS9735
RCOR3,gene-SMTH1_LOCUS8746
RCOR3,gene-SMTH1_LOCUS9735
REST,gene-SMTH1_LOCUS10615
REST,gene-SMTH1_LOCUS10615
RING1,gene-SMTH1_LOCUS9985
RLIM,gene-SMTH1_LOCUS9985
RMI1,gene-SMTH1_LOCUS5149
RNF168,gene-SMTH1_LOCUS10150
RNF2,gene-SMTH1_LOCUS9985
RNF20,gene-SMTH1_LOCUS9985
RNF40,gene-SMTH1_LOCUS9985
RNF8,gene-SMTH1_LOCUS10336
RNF8,gene-SMTH1_LOCUS9985
RNPS1,gene-SMTH1_LOCUS10660
RPS6KA3,gene-SMTH1_LOCUS10630
RPS6KA3,gene-SMTH1_LOCUS9792
RPS6KA4,gene-SMTH1_LOCUS10630
RPS6KA4,gene-SMTH1_LOCUS9792
RPS6KA5,gene-SMTH1_LOCUS10630
RPS6KA5,gene-SMTH1_LOCUS9792
RPUSD3,gene-SMTH1_LOCUS4826
RRP8,gene-SMTH1_LOCUS4819
RUVBL1,gene-SMTH1_LOCUS9588
RUVBL2,gene-SMTH1_LOCUS9588
RYBP,gene-SMTH1_LOCUS9282
SAP18,gene-SMTH1_LOCUS6669
SATB1,gene-SMTH1_LOCUS4508
SATB1,gene-SMTH1_LOCUS10535
SATB2,gene-SMTH1_LOCUS4508
SATB2,gene-SMTH1_LOCUS10535
SCMH1,gene-SMTH1_LOCUS4171
SCMH1,gene-SMTH1_LOCUS9327
SCMH1,gene-SMTH1_LOCUS10460
SCML2,gene-SMTH1_LOCUS4171
SCML2,gene-SMTH1_LOCUS9327
SCML2,gene-SMTH1_LOCUS10460
SCML4,gene-SMTH1_LOCUS4171
SCML4,gene-SMTH1_LOCUS10460
SENP1,gene-SMTH1_LOCUS9316
SENP3,gene-SMTH1_LOCUS9316
SET,gene-SMTH1_LOCUS10435
SETD1A,gene-SMTH1_LOCUS1079
SETD1A,gene-SMTH1_LOCUS10660
SETD1A,gene-SMTH1_LOCUS10661
SETD1B,gene-SMTH1_LOCUS1079
SETD1B,gene-SMTH1_LOCUS10660
SETD1B,gene-SMTH1_LOCUS10661
SETD2,gene-SMTH1_LOCUS10661
SETD2,gene-SMTH1_LOCUS9399
SETD2,gene-SMTH1_LOCUS10566
SETD3,gene-SMTH1_LOCUS3360
SETD3,gene-SMTH1_LOCUS10661
SETD5,gene-SMTH1_LOCUS10661
SETD6,gene-SMTH1_LOCUS3360
SETD6,gene-SMTH1_LOCUS10661
SETD7,gene-SMTH1_LOCUS10245
SETD7,gene-SMTH1_LOCUS10661
SETD8,gene-SMTH1_LOCUS10661
SETDB1,gene-SMTH1_LOCUS5900
SETDB1,gene-SMTH1_LOCUS6689
SETDB1,gene-SMTH1_LOCUS10661
SETDB2,gene-SMTH1_LOCUS5900
SETDB2,gene-SMTH1_LOCUS6689
SETDB2,gene-SMTH1_LOCUS10661
SF3B1,gene-SMTH1_LOCUS3368
SF3B3,gene-SMTH1_LOCUS8582
SF3B3,gene-SMTH1_LOCUS8582
SFMBT1,gene-SMTH1_LOCUS4171
SFMBT1,gene-SMTH1_LOCUS9327
SFMBT1,gene-SMTH1_LOCUS10460
SFMBT2,gene-SMTH1_LOCUS4171
SFMBT2,gene-SMTH1_LOCUS9327
SFMBT2,gene-SMTH1_LOCUS10460
SFSWAP,gene-SMTH1_LOCUS5626
SFSWAP,gene-SMTH1_LOCUS8502
SIN3A,gene-SMTH1_LOCUS2932
SIN3A,gene-SMTH1_LOCUS2932
SIN3B,gene-SMTH1_LOCUS2932
SIN3B,gene-SMTH1_LOCUS2932
SIRT1,gene-SMTH1_LOCUS10186
SIRT2,gene-SMTH1_LOCUS10186
SIRT6,gene-SMTH1_LOCUS10186
SIRT7,gene-SMTH1_LOCUS10186
SKP1,gene-SMTH1_LOCUS4137
SKP1,gene-SMTH1_LOCUS7675
SLU7,gene-SMTH1_LOCUS1485
SMARCA1,gene-SMTH1_LOCUS509
SMARCA1,gene-SMTH1_LOCUS5721
SMARCA1,gene-SMTH1_LOCUS10333
SMARCA1,gene-SMTH1_LOCUS5721
SMARCA1,gene-SMTH1_LOCUS10167
SMARCA2,gene-SMTH1_LOCUS10660
SMARCA2,gene-SMTH1_LOCUS7735
SMARCA2,gene-SMTH1_LOCUS9066
SMARCA2,gene-SMTH1_LOCUS10333
SMARCA2,gene-SMTH1_LOCUS9066
SMARCA2,gene-SMTH1_LOCUS10167
SMARCA2,gene-SMTH1_LOCUS9067
SMARCA4,gene-SMTH1_LOCUS10660
SMARCA4,gene-SMTH1_LOCUS7735
SMARCA4,gene-SMTH1_LOCUS9066
SMARCA4,gene-SMTH1_LOCUS10333
SMARCA4,gene-SMTH1_LOCUS9066
SMARCA4,gene-SMTH1_LOCUS10167
SMARCA4,gene-SMTH1_LOCUS9067
SMARCA5,gene-SMTH1_LOCUS509
SMARCA5,gene-SMTH1_LOCUS5721
SMARCA5,gene-SMTH1_LOCUS10333
SMARCA5,gene-SMTH1_LOCUS5721
SMARCA5,gene-SMTH1_LOCUS10167
SMARCAD1,gene-SMTH1_LOCUS10333
SMARCAD1,gene-SMTH1_LOCUS10167
SMARCAL1,gene-SMTH1_LOCUS2758
SMARCAL1,gene-SMTH1_LOCUS10333
SMARCAL1,gene-SMTH1_LOCUS10167
SMARCB1,gene-SMTH1_LOCUS6530
SMARCC1,gene-SMTH1_LOCUS9735
SMARCC1,gene-SMTH1_LOCUS6538
SMARCC2,gene-SMTH1_LOCUS9735
SMARCC2,gene-SMTH1_LOCUS6538
SMARCD1,gene-SMTH1_LOCUS9436
SMARCD2,gene-SMTH1_LOCUS9436
SMARCD3,gene-SMTH1_LOCUS9436
SMARCE1,gene-SMTH1_LOCUS10655
SMEK1,gene-SMTH1_LOCUS2071
SMEK2,gene-SMTH1_LOCUS2071
SMYD1,gene-SMTH1_LOCUS10661
SMYD1,gene-SMTH1_LOCUS9858
SMYD2,gene-SMTH1_LOCUS10661
SMYD2,gene-SMTH1_LOCUS9858
SMYD3,gene-SMTH1_LOCUS10661
SMYD3,gene-SMTH1_LOCUS9858
SMYD4,gene-SMTH1_LOCUS10661
SMYD4,gene-SMTH1_LOCUS10675
SMYD4,gene-SMTH1_LOCUS9858
SNAI2,gene-SMTH1_LOCUS10615
SNAI2,gene-SMTH1_LOCUS10615
SNAI2,gene-SMTH1_LOCUS10615
SP1,gene-SMTH1_LOCUS10615
SP1,gene-SMTH1_LOCUS10615
SPEN,gene-SMTH1_LOCUS10660
SPEN,gene-SMTH1_LOCUS10135
SPEN,gene-SMTH1_LOCUS5651
SPOP,gene-SMTH1_LOCUS10226
SPOP,gene-SMTH1_LOCUS9478
SRCAP,gene-SMTH1_LOCUS9066
SRCAP,gene-SMTH1_LOCUS10333
SRCAP,gene-SMTH1_LOCUS10167
SRSF1,gene-SMTH1_LOCUS10660
SRSF10,gene-SMTH1_LOCUS10660
SRSF12,gene-SMTH1_LOCUS10660
SRSF3,gene-SMTH1_LOCUS10660
SRSF6,gene-SMTH1_LOCUS10660
SS18L1,gene-SMTH1_LOCUS9108
SS18L2,gene-SMTH1_LOCUS9108
SSRP1,gene-SMTH1_LOCUS10655
SSRP1,gene-SMTH1_LOCUS6986
SSRP1,gene-SMTH1_LOCUS5400
STK4,gene-SMTH1_LOCUS10601
STK4,gene-SMTH1_LOCUS10630
SUDS3,gene-SMTH1_LOCUS3985
SUPT16H,gene-SMTH1_LOCUS6986
SUPT16H,gene-SMTH1_LOCUS8797
SUPT16H,gene-SMTH1_LOCUS6986
SUPT16H,gene-SMTH1_LOCUS6986
SUPT3H,gene-SMTH1_LOCUS9354
SUPT7L,gene-SMTH1_LOCUS10246
SUV39H1,gene-SMTH1_LOCUS10167
SUV39H1,gene-SMTH1_LOCUS6689
SUV39H1,gene-SMTH1_LOCUS10661
SUV39H2,gene-SMTH1_LOCUS10167
SUV39H2,gene-SMTH1_LOCUS6689
SUV39H2,gene-SMTH1_LOCUS10661
SUV420H1,gene-SMTH1_LOCUS10661
SUV420H2,gene-SMTH1_LOCUS10661
SUZ12,gene-SMTH1_LOCUS4011
SYNCRIP,gene-SMTH1_LOCUS10660
TADA2A,gene-SMTH1_LOCUS9735
TADA2A,gene-SMTH1_LOCUS6538
TADA2B,gene-SMTH1_LOCUS9735
TADA2B,gene-SMTH1_LOCUS10001
TADA3,gene-SMTH1_LOCUS4189
TAF1,gene-SMTH1_LOCUS7735
TAF1,gene-SMTH1_LOCUS4167
TAF1,gene-SMTH1_LOCUS4166
TAF1,gene-SMTH1_LOCUS4167
TAF10,gene-SMTH1_LOCUS10173
TAF12,gene-SMTH1_LOCUS5415
TAF1L,gene-SMTH1_LOCUS7735
TAF1L,gene-SMTH1_LOCUS4167
TAF1L,gene-SMTH1_LOCUS4166
TAF1L,gene-SMTH1_LOCUS4167
TAF3,gene-SMTH1_LOCUS10246
TAF3,gene-SMTH1_LOCUS10667
TAF4,gene-SMTH1_LOCUS10171
TAF4,gene-SMTH1_LOCUS10171
TAF5,gene-SMTH1_LOCUS867
TAF5,gene-SMTH1_LOCUS10588
TAF5L,gene-SMTH1_LOCUS867
TAF5L,gene-SMTH1_LOCUS10588
TAF6,gene-SMTH1_LOCUS10437
TAF6,gene-SMTH1_LOCUS10437
TAF6L,gene-SMTH1_LOCUS10437
TAF6L,gene-SMTH1_LOCUS10437
TAF7,gene-SMTH1_LOCUS6920
TAF8,gene-SMTH1_LOCUS10246
TAF8,gene-SMTH1_LOCUS10246
TAF9,gene-SMTH1_LOCUS3244
TAF9B,gene-SMTH1_LOCUS3244
TDG,gene-SMTH1_LOCUS5483
TDRD3,gene-SMTH1_LOCUS9646
TDRD3,gene-SMTH1_LOCUS9752
TDRKH,gene-SMTH1_LOCUS10488
TDRKH,gene-SMTH1_LOCUS9646
TFDP1,gene-SMTH1_LOCUS10239
TFDP1,gene-SMTH1_LOCUS10239
TLE1,gene-SMTH1_LOCUS5594
TLE1,gene-SMTH1_LOCUS10588
TLE2,gene-SMTH1_LOCUS5594
TLE2,gene-SMTH1_LOCUS10588
TLE4,gene-SMTH1_LOCUS5594
TLE4,gene-SMTH1_LOCUS10588
TLK1,gene-SMTH1_LOCUS10630
TLK2,gene-SMTH1_LOCUS10630
TONSL,gene-SMTH1_LOCUS10644
TONSL,gene-SMTH1_LOCUS10654
TONSL,gene-SMTH1_LOCUS10675
TP53BP1,gene-SMTH1_LOCUS8754
TRA2B,gene-SMTH1_LOCUS10660
TRIM24,gene-SMTH1_LOCUS7735
TRIM24,gene-SMTH1_LOCUS10667
TRIM24,gene-SMTH1_LOCUS9478
TRIM28,gene-SMTH1_LOCUS10667
TRIM28,gene-SMTH1_LOCUS9478
TRIM28,gene-SMTH1_LOCUS10150
TRIM33,gene-SMTH1_LOCUS7735
TRIM33,gene-SMTH1_LOCUS10667
TRIM33,gene-SMTH1_LOCUS9478
TRIM33,gene-SMTH1_LOCUS9985
TRRAP,gene-SMTH1_LOCUS10083
TRRAP,gene-SMTH1_LOCUS10083
TRUB2,gene-SMTH1_LOCUS8802
TSSK6,gene-SMTH1_LOCUS10630
TTK,gene-SMTH1_LOCUS10630
TYW5,gene-SMTH1_LOCUS8242
U2AF2,gene-SMTH1_LOCUS10660
UBE2A,gene-SMTH1_LOCUS10099
UBE2B,gene-SMTH1_LOCUS10099
UBE2D1,gene-SMTH1_LOCUS10099
UBE2D3,gene-SMTH1_LOCUS10099
UBE2E1,gene-SMTH1_LOCUS10099
UBE2H,gene-SMTH1_LOCUS10099
UBE2N,gene-SMTH1_LOCUS10099
UBE2T,gene-SMTH1_LOCUS10099
UBN1,gene-SMTH1_LOCUS4557
UBN1,gene-SMTH1_LOCUS4556
UBR2,gene-SMTH1_LOCUS10649
UBR2,gene-SMTH1_LOCUS10649
UBR5,gene-SMTH1_LOCUS1277
UBR5,gene-SMTH1_LOCUS9335
UBR5,gene-SMTH1_LOCUS9878
UBR5,gene-SMTH1_LOCUS10649
UBR7,gene-SMTH1_LOCUS10649
UCHL5,gene-SMTH1_LOCUS4562
USP12,gene-SMTH1_LOCUS10549
USP16,gene-SMTH1_LOCUS10549
USP16,gene-SMTH1_LOCUS9507
USP17L2,gene-SMTH1_LOCUS7676
USP17L2,gene-SMTH1_LOCUS10549
USP21,gene-SMTH1_LOCUS10549
USP22,gene-SMTH1_LOCUS10549
USP22,gene-SMTH1_LOCUS9507
USP3,gene-SMTH1_LOCUS10549
USP3,gene-SMTH1_LOCUS9507
USP36,gene-SMTH1_LOCUS10549
USP44,gene-SMTH1_LOCUS10549
USP44,gene-SMTH1_LOCUS9507
USP46,gene-SMTH1_LOCUS10549
USP49,gene-SMTH1_LOCUS10549
USP49,gene-SMTH1_LOCUS9507
USP7,gene-SMTH1_LOCUS9478
USP7,gene-SMTH1_LOCUS10549
USP7,gene-SMTH1_LOCUS5515
USP7,gene-SMTH1_LOCUS5515
UTY,gene-SMTH1_LOCUS9782
UTY,gene-SMTH1_LOCUS10675
UTY,gene-SMTH1_LOCUS10675
UTY,gene-SMTH1_LOCUS10675
VIRMA,gene-SMTH1_LOCUS9820
VPS72,gene-SMTH1_LOCUS9757
VPS72,gene-SMTH1_LOCUS3103
VRK1,gene-SMTH1_LOCUS10630
WAC,gene-SMTH1_LOCUS10566
WDR5,gene-SMTH1_LOCUS10588
WDR77,gene-SMTH1_LOCUS10588
WDR82,gene-SMTH1_LOCUS10588
WHSC1,gene-SMTH1_LOCUS10655
WHSC1,gene-SMTH1_LOCUS10667
WHSC1,gene-SMTH1_LOCUS8051
WHSC1,gene-SMTH1_LOCUS10661
WSB2,gene-SMTH1_LOCUS8279
WSB2,gene-SMTH1_LOCUS10588
WTAP,gene-SMTH1_LOCUS6685
YAF2,gene-SMTH1_LOCUS9282
YEATS2,gene-SMTH1_LOCUS9693
YEATS4,gene-SMTH1_LOCUS9693
YTHDC1,gene-SMTH1_LOCUS10023
YWHAB,gene-SMTH1_LOCUS7986
YWHAE,gene-SMTH1_LOCUS7986
YWHAZ,gene-SMTH1_LOCUS7986
ZBTB16,gene-SMTH1_LOCUS10226
ZBTB16,gene-SMTH1_LOCUS10615
ZBTB16,gene-SMTH1_LOCUS10615
ZBTB16,gene-SMTH1_LOCUS10615
ZBTB16,gene-SMTH1_LOCUS10615
ZBTB33,gene-SMTH1_LOCUS10226
ZBTB33,gene-SMTH1_LOCUS10615
ZBTB7A,gene-SMTH1_LOCUS10226
ZBTB7A,gene-SMTH1_LOCUS10615
ZBTB7C,gene-SMTH1_LOCUS10226
ZBTB7C,gene-SMTH1_LOCUS10615
ZC3H13,gene-SMTH1_LOCUS10542
ZCWPW1,gene-SMTH1_LOCUS8051
ZCWPW1,gene-SMTH1_LOCUS8522
ZMYND11,gene-SMTH1_LOCUS7735
ZMYND11,gene-SMTH1_LOCUS8051
ZNF217,gene-SMTH1_LOCUS10615
ZNF217,gene-SMTH1_LOCUS10615
ZNF217,gene-SMTH1_LOCUS10615
ZNF516,gene-SMTH1_LOCUS10615
ZNF516,gene-SMTH1_LOCUS10615
ZNF516,gene-SMTH1_LOCUS10615
ZNF532,gene-SMTH1_LOCUS10615
ZNF541,gene-SMTH1_LOCUS8746
ZNF541,gene-SMTH1_LOCUS10615
ZNF541,gene-SMTH1_LOCUS10615
ZNF592,gene-SMTH1_LOCUS10615
ZNF687,gene-SMTH1_LOCUS10615
ZNF687,gene-SMTH1_LOCUS10615
ZNHIT1,gene-SMTH1_LOCUS7242
ZZZ3,gene-SMTH1_LOCUS9735
ZZZ3,gene-SMTH1_LOCUS10001
